repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
cdk/cdk,maven,"k_cdk/tool/group
",262,3284,51,307,53,695,58,272,18,133
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/tolerant-reader
",3,378,0,0,1,63,1,15,1,15
apache/druid,maven,"apache_druid/extensions-core/histogram
",1637,9617,228,736,280,1932,262,658,60,377
apache/commons-collections,maven,"apache_commons-collections
",5926,50706,1039,4934,1335,12173,1293,6091,449,3920
orienteerbap/orienteer,maven,"ienteerbap_orienteer/orienteer-architect
",2536,1701,140,78,539,414,223,155,139,130
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.astro
",8665,3605,424,122,1228,548,447,180,210,142
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/visitor
",3,184,0,0,1,46,1,28,1,28
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/balking
",19,138,1,5,8,38,2,12,1,10
jenkinsci/gitlab-plugin,maven,"jenkinsci_gitlab-plugin
",13588,10674,983,752,3415,2711,1573,1098,924,875
apache/druid,maven,"apache_druid/extensions-core/parquet-extensions
",475,1793,88,181,89,367,90,137,16,67
spigotmc/bungeecord,maven,"igotmc_bungeecord/protocol
",13758,45,1464,6,1818,11,1543,7,801,4
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/transport
",92,933,31,43,27,226,30,77,3,67
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/amazon-ses-quickstart
",159,0,0,0,30,0,25,0,25,0
codice/ddf,maven,"ice_ddf/catalog/core/catalog-core-api-impl
",4575,4845,353,331,1102,1169,693,445,475,321
spring-cloud/spring-cloud-vault,maven,"ing-cloud_spring-cloud-vault/spring-cloud-vault-config-aws
",68,323,1,11,17,64,13,30,12,25
liquibase/liquigraph,maven,"iquibase_liquigraph/liquigraph-cli
",233,542,58,14,42,126,39,49,9,43
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/test
",1798,680,87,21,482,191,218,51,168,47
spigotmc/bungeecord,maven,"igotmc_bungeecord/api
",9244,121,1224,14,811,22,1104,14,489,10
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/api-gateway/price-microservice
",8,12,0,0,3,4,2,3,2,3
discordsrv/discordsrv,maven,"iscordsrv_discordsrv
",44590,201,3978,34,8262,30,3445,19,1434,4
spring-cloud/spring-cloud-vault,maven,"ing-cloud_spring-cloud-vault/spring-cloud-vault-config-consul
",293,0,12,0,79,0,40,0,34,0
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.transform.regex
",241,116,18,14,64,33,25,8,14,3
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/amazon-s3-quickstart
",358,0,20,0,83,0,39,0,29,0
apache/druid,maven,"apache_druid/extensions-contrib/influx-extensions
",104,258,15,21,23,51,20,20,10,12
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/reactor
",71,930,7,31,24,270,10,83,3,71
apache/druid,maven,"apache_druid/extensions-contrib/cloudfiles-extensions
",557,605,31,27,116,148,65,47,38,45
knowm/xchange,maven,"knowm_xchange/xchange-stream-gemini-v2
",554,47,40,2,110,10,63,4,42,4
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/hexagonal
",1523,1130,98,50,350,157,142,74,78,64
zendesk/maxwell,maven,"zendesk_maxwell
",18823,47012,1849,2877,4173,10338,2876,3125,1404,2071
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/model-view-presenter
",246,185,5,5,64,61,15,28,12,26
cdk/cdk,maven,"k_cdk/descriptor/qsarbond
",225,1157,38,66,38,255,43,59,5,45
spring-projects/spring-data-jdbc,maven,"ing-projects_spring-data-jdbc/spring-data-jdbc
",2104,11484,267,748,391,2486,344,964,147,650
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/repository
",233,371,21,11,29,72,22,27,7,26
apache/druid,maven,"apache_druid/extensions-contrib/materialized-view-maintenance
",872,1053,68,38,178,208,70,52,32,37
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/eip-wire-tap
",0,65,0,0,0,15,0,6,0,6
cdk/cdk,maven,"k_cdk/descriptor/qsarprotein
",73,639,6,34,19,128,7,35,2,20
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/mediator
",3,219,0,6,1,56,1,24,1,21
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/lazy-loading
",8,144,1,5,3,44,2,18,1,16
spring-cloud/spring-cloud-stream-binder-kafka,maven,"ing-cloud_spring-cloud-stream-binder-kafka/spring-cloud-stream-binder-kafka-core
",2064,612,141,39,548,127,283,38,206,25
knowm/xchange,maven,"knowm_xchange/xchange-stream-lgo
",338,1949,12,45,93,537,52,201,40,184
adobe-consulting-services/acs-aem-commons,maven,"adobe-consulting-services_acs-aem-commons/oakpal-checks
",0,1614,12,112,0,338,12,116,0,66
spring-cloud/spring-cloud-sleuth,maven,"ing-cloud_spring-cloud-sleuth/spring-cloud-sleuth-instrumentation
",19521,8473,1740,425,4462,1790,2337,737,1349,635
jenkinsci/blueocean-plugin,maven,"jenkinsci_blueocean-plugin/acceptance-tests
",7314,260,250,18,1500,65,542,19,413,14
apache/incubator-inlong,maven,"apache_incubator-inlong/inlong-tubemq/tubemq-manager
",21026,922,3160,21,1342,209,2749,130,1151,127
apache/druid,maven,"apache_druid/extensions-contrib/statsd-emitter
",338,603,47,50,63,133,47,44,14,26
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/service-layer
",87,895,16,2,44,268,14,56,6,55
cdk/cdk,maven,"k_cdk/misc/diff
",158,1555,49,203,24,343,45,138,0,57
apache/druid,maven,"apache_druid/extensions-contrib/dropwizard-emitter
",883,235,75,27,169,57,90,26,39,24
redouane59/twittered,maven,"uane59_twittered
",4844,2037,326,96,960,424,411,242,216,226
hazelcast/hazelcast-code-samples,maven,"hazelcast_hazelcast-code-samples/variable-replacers
",5,175,1,9,2,43,1,17,0,13
vaadin/spring,maven,"vaadin_spring/vaadin-spring
",3120,3226,272,236,783,791,337,288,166,205
apache/jena,maven,"apache_jena/jena-tdb
",18203,28411,1834,2146,3866,7034,2289,2448,950,1773
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/dirty-flag
",6,150,1,5,2,37,1,15,0,13
apache/mina-sshd,maven,"apache_mina-sshd/sshd-common
",31535,38026,3927,2539,6680,7311,4329,2547,1800,1827
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/service-locator
",3,164,0,10,1,49,1,20,1,15
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/leader-followers
",30,308,5,15,2,85,7,31,2,26
apache/druid,maven,"apache_druid/extensions-contrib/tdigestsketch
",366,1363,48,86,78,278,56,119,20,88
pwm-project/pwm,maven,"wm-project_pwm/server
",245184,66493,24401,2191,41469,10301,23603,3088,10820,2461
spring-cloud/spring-cloud-sleuth,maven,"ing-cloud_spring-cloud-sleuth/benchmarks
",874,0,8,0,192,0,114,0,110,0
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/eip-publish-subscribe
",3,58,0,0,1,12,1,5,1,5
apache/commons-lang,maven,"apache_commons-lang
",3433,70034,823,9215,805,15128,1008,7932,264,3576
kiegroup/optaweb-vehicle-routing,maven,"kiegroup_optaweb-vehicle-routing/optaweb-vehicle-routing-backend
",847,5351,48,304,193,1316,91,587,61,441
cdk/cdk,maven,"k_cdk/misc/log4j
",385,324,50,18,94,78,41,24,4,22
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/arrange-act-assert
",0,30,0,2,0,8,0,5,0,4
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/test-util
",10340,299,650,16,2256,75,1194,29,868,22
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.transform.map
",254,72,22,4,67,16,27,6,16,4
spring-projects/spring-data-rest,maven,"ing-projects_spring-data-rest/spring-data-rest-webmvc
",8645,9598,709,537,1740,2254,908,761,473,570
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/amazon-kms-quickstart
",113,0,0,0,15,0,12,0,12,0
jenkinsci/kubernetes-plugin,maven,"jenkinsci_kubernetes-plugin
",12530,10245,1208,830,2565,2136,1357,962,585,715
spring-cloud/spring-cloud-vault,maven,"ing-cloud_spring-cloud-vault/spring-cloud-vault-config-consul
",293,0,12,0,79,0,40,0,34,0
orienteerbap/orienteer,maven,"ienteerbap_orienteer/orienteer-metrics
",255,358,12,4,65,102,24,20,17,19
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/util
",2533,8090,231,520,653,2137,437,841,271,625
fraunhoferiosb/frost-server,maven,"fraunhoferiosb_frost-server/FROST-Server.Util
",970,47,60,4,202,11,98,7,68,5
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/version-number
",35,228,3,5,10,58,6,18,3,17
apache/druid,maven,"apache_druid/extensions-core/orc-extensions
",282,880,42,79,59,189,48,78,18,41
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/async-method-invocation
",13,296,1,11,2,74,2,25,1,20
spring-cloud/spring-cloud-vault,maven,"ing-cloud_spring-cloud-vault/spring-cloud-vault-config-aws
",68,323,1,11,17,64,13,30,12,25
quarkusio/quarkus-quickstarts,maven,"quarkusio_quarkus-quickstarts/amazon-sns-quickstart
",776,0,22,0,179,0,102,0,91,0
iqss/dataverse,maven,"iqss_dataverse
",254728,61930,27521,5134,60570,14133,24079,4344,9382,2578
apache/commons-text,maven,"apache_commons-text
",655,26121,134,2926,124,5700,128,2599,18,1172
camunda-cloud/zeebe,maven,"amunda-cloud_zeebe/journal
",2800,4970,207,247,764,1174,497,390,354,306
cdk/cdk,maven,"k_cdk/tool/hash
",174,4656,53,430,18,851,50,376,0,183
querydsl/querydsl,maven,"querydsl_querydsl/querydsl-scala
",22273,5475,1181,159,468,460,2998,479,2372,435
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/chain-of-responsibility
",6,193,2,6,2,56,3,26,1,24
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.transform.jinja
",139770,10717,7056,566,14001,2393,6505,988,2716,868
java-operator-sdk/java-operator-sdk,maven,"java-operator-sdk_java-operator-sdk/operator-framework-core
",1778,3114,141,196,467,833,281,333,182,263
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.binding.avmfritz
",6452,717,610,70,1505,174,630,139,303,116
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/trampoline
",19,65,0,2,6,17,3,14,3,13
apache/druid,maven,"apache_druid/extensions-core/kafka-extraction-namespace
",733,0,56,0,161,0,59,0,31,0
spring-projects/spring-data-rest,maven,"ing-projects_spring-data-rest/spring-data-rest-core
",2218,4254,219,225,444,940,351,400,213,315
openhab/openhab-addons,maven,"hab_openhab-addons/bundles/org.openhab.io.hueemulation
",5748,7999,609,502,1024,1626,594,362,156,230
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/combinator
",3,258,0,6,1,50,1,24,1,21
querydsl/querydsl,maven,"querydsl_querydsl/querydsl-sql-spatial
",1049,1082,33,11,222,186,110,46,92,42
cdk/cdk,maven,"k_cdk/tool/structgen
",1317,1960,155,163,241,335,112,89,20,22
apache/druid,maven,"apache_druid/extensions-core/lookups-cached-single
",645,2064,102,136,107,458,119,150,34,116
docker-java/docker-java,maven,"ker-java_docker-java/docker-java-api
",45644,0,7346,0,3533,0,6273,0,2593,0
iluwatar/java-design-patterns,maven,"iluwatar_java-design-patterns/update-method
",25,237,0,12,10,75,2,26,2,20
swagger-api/swagger-inflector,maven,"wagger-api_swagger-inflector
",6695,7626,1049,902,1498,1788,831,606,170,291
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/database-commons
",315,434,37,115,73,88,37,61,14,8
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-gcp-function
",0,0,0,0,0,0,0,0,0,0
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-cli
",767,4303,45,302,171,997,54,350,19,211
springfox/springfox,gradle,"ingfox_springfox/springfox-oas
",4453,0,326,0,1077,0,396,0,221,0
reactor/reactor-core,gradle,"actor_reactor-core/reactor-tools
",71,507,21,61,22,128,31,39,10,19
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/quickcheck
",7387,1853,216,74,842,314,824,187,704,162
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-core
",4588,17939,384,1046,1012,4167,525,1487,223,1070
reactor/reactor-netty,gradle,"actor_reactor-netty/reactor-netty-incubator-quic
",1376,2633,186,128,308,669,226,192,98,163
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/consume
",29,0,4,0,5,0,6,0,4,0
skylot/jadx,gradle,"kylot_jadx/jadx-plugins/jadx-dex-input
",3987,4731,232,137,670,1093,317,319,156,275
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/dynalite
",52,26,0,0,12,5,5,2,5,2
netflix/ribbon,gradle,"tflix_ribbon/ribbon-evcache
",414,8,32,0,115,2,40,1,24,1
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/props-core-scalacheck
",957,3364,66,42,47,281,163,393,111,391
palantir/atlasdb,gradle,"alantir_atlasdb/timelock-impl
",4942,6165,186,180,1137,1578,657,548,546,474
zalando/nakadi,gradle,"zalando_nakadi/core-services
",5389,5101,342,296,1275,1198,444,369,237,256
palantir/atlasdb,gradle,"alantir_atlasdb/timestamp-impl
",59,567,2,32,16,151,15,62,13,47
netflix/ribbon,gradle,"tflix_ribbon/ribbon-eureka
",554,353,56,18,127,80,69,21,35,18
skylot/jadx,gradle,"kylot_jadx/jadx-gui
",49084,1695,3643,138,11588,387,4253,128,2371,76
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-service
",5146,136,517,9,1314,37,475,11,195,9
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-framework-common
",727,2879,69,279,248,777,172,382,111,264
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-web
",11868,0,888,0,2735,0,1137,0,693,0
hyperledger/besu,gradle,"hyperledger_besu/besu
",3770,13868,235,673,864,3417,358,964,176,682
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/oracle-xe
",131,194,5,13,25,46,15,22,12,16
graphql-java-kickstart/graphql-java-servlet,gradle,"graphql-java-kickstart_graphql-java-servlet/graphql-java-servlet
",1736,2970,96,154,465,758,212,296,144,239
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/security-officer/security-officer-client
",19,250,2,2,3,39,3,7,1,7
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-prometheus
",344,1707,4,14,103,360,39,138,37,131
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/mysql
",213,189,18,4,41,45,23,21,12,21
springfox/springfox,gradle,"ingfox_springfox/springfox-spi
",3799,0,70,0,869,0,324,0,289,0
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-vavr
",253,960,6,30,86,282,32,115,26,103
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/digital-architecture/digital-architecture-api
",7629,358,873,17,2001,90,1013,40,576,32
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-webmvc
",504,0,16,0,121,0,66,0,58,0
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/integration-connectors/kafka-integration-connector
",536,294,44,0,114,32,32,6,10,6
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-retrofit
",39,580,1,13,9,148,5,59,4,53
apache/iceberg,gradle,"apache_iceberg/mr
",711,4960,108,373,144,1143,145,461,39,309
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/data-science/data-science-api
",18,148,0,0,8,28,6,9,6,9
consensys/tessera,gradle,"ys_tessera/key-vault/aws-key-vault
",0,183,1,13,0,46,1,18,0,12
consensys/tessera,gradle,"ys_tessera/encryption/encryption-jnacl
",0,472,0,8,0,98,0,25,0,21
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-ratpack
",945,5107,85,167,212,1310,145,375,77,317
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/props-core
",0,0,0,0,0,0,0,0,0,0
reactor/reactor-netty,gradle,"actor_reactor-netty/reactor-netty-http-brave
",198,1041,32,42,45,261,32,85,6,74
skylot/jadx,gradle,"kylot_jadx/jadx-core
",26334,80251,4182,9821,5728,19587,4101,7512,969,3407
netflix/ribbon,gradle,"tflix_ribbon/ribbon-core
",2273,1932,113,37,520,370,240,152,179,138
reactor/reactor-netty,gradle,"actor_reactor-netty/reactor-netty-http
",3725,18028,569,1415,842,4204,706,1477,232,959
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-owner/asset-owner-api
",12560,936,1290,20,3276,117,1590,39,944,30
netflix/ribbon,gradle,"tflix_ribbon/ribbon-examples
",1195,1560,103,59,237,299,127,86,56,76
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-core
",90692,44733,9620,1337,14143,11925,8341,4469,3122,3978
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/db2
",124,74,6,0,30,20,16,8,13,8
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/common-services/ocf-metadata-management/ocf-metadata-api
",1829,4054,249,395,499,1200,276,454,131,277
reactor/reactor-core,gradle,"actor_reactor-core/reactor-test
",1692,8648,254,764,356,1913,307,845,98,543
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/couchbase
",1180,154,73,1,224,36,77,9,40,9
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-web-netty
",7,0,0,0,3,0,2,0,2,0
reactor/reactor-core,gradle,"actor_reactor-core/reactor-core
",13222,113385,2940,13637,3803,30215,3139,12452,658,6597
palantir/atlasdb,gradle,"alantir_atlasdb/lock-impl
",670,4501,100,322,156,1124,131,330,43,205
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-spring
",744,3516,103,225,179,804,114,350,28,272
apache/iceberg,gradle,"apache_iceberg/flink
",1734,13060,214,763,373,2993,310,1108,117,748
springfox/springfox,gradle,"ingfox_springfox/springfox-swagger1
",3733,0,262,0,1100,0,485,0,354,0
consensys/tessera,gradle,"ys_tessera/encryption/encryption-kalium
",9,484,0,12,3,111,1,21,1,15
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-reactor
",47,807,12,56,11,198,15,84,3,62
springfox/springfox,gradle,"ingfox_springfox/springfox-swagger-common
",6571,0,370,0,1554,0,586,0,401,0
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-retry
",384,1901,24,78,84,460,45,196,29,161
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/integration-connectors/files-integration-connectors
",2106,489,194,0,486,45,158,6,59,6
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/analytics-modeling/analytics-modeling-server
",2303,5414,139,341,478,1116,162,312,52,182
consensys/tessera,gradle,"ys_tessera/key-generation
",0,648,0,20,0,150,0,31,0,21
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-ratelimiter
",508,1500,24,44,115,370,69,168,51,152
springfox/springfox,gradle,"ingfox_springfox/springfox-schema
",6326,0,452,0,1405,0,572,0,346,0
consensys/tessera,gradle,"ys_tessera/server/jersey-server
",648,579,19,23,163,158,35,52,24,40
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-timelimiter
",89,785,9,23,26,196,14,97,6,89
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/neo4j
",158,138,9,1,21,30,14,9,9,9
hyperledger/besu,gradle,"hyperledger_besu/acceptance-tests/test-plugins
",546,352,41,9,126,107,61,33,39,30
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-tests-shared
",23723,0,264,0,5158,0,962,0,830,0
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-feign
",24,505,5,21,8,119,7,53,2,44
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/analytics-modeling/analytics-modeling-api
",1448,1672,166,20,387,356,257,176,170,170
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/security-manager/security-manager-api
",10590,352,1060,0,2808,32,1328,6,798,6
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/nginx
",37,49,0,0,6,10,4,4,4,4
marquezproject/marquez,gradle,"marquezproject_marquez/clients/java
",1444,2721,212,187,150,640,244,260,64,239
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-webflux
",648,0,26,0,130,0,68,0,55,0
consensys/tessera,gradle,"ys_tessera/shared
",32,892,1,21,9,224,6,123,5,113
netflix/spectator,gradle,"tflix_spectator/spectator-reg-atlas
",776,8580,90,783,122,1768,107,845,32,472
javers/javers,gradle,"javers_javers/javers-spring
",696,0,44,0,174,0,82,0,60,0
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/security-jwt
",1268,2667,187,151,344,725,238,299,108,260
consensys/teku,gradle,"ys_teku/infrastructure/restapi
",322,131,15,5,88,41,33,11,25,9
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-business-application
",1721,2403,245,115,125,554,213,234,72,195
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/repository-services/repository-services-implementation
",49003,782,3540,125,12420,144,3029,79,1188,39
consensys/teku,gradle,"ys_teku/infrastructure/io
",325,333,15,29,65,86,25,33,15,21
