repo_name,build_tool,path,instruction_missed,instruction_covered,branch_missed,branch_covered,line_missed,line_covered,complexity_missed,complexity_covered,method_missed,method_covered
hyperledger/besu,gradle,"hyperledger_besu/consensus/qbft
",1428,4749,102,271,375,1283,182,410,101,300
awslabs/smithy,gradle,"awslabs_smithy/smithy-waiters
",239,2062,32,115,41,408,45,181,18,132
baomidou/mybatis-plus,gradle,"baomidou_mybatis-plus/mybatis-plus
",0,0,0,0,0,0,0,0,0,0
netflix/spectator,gradle,"tflix_spectator/spectator-ext-aws
",133,584,5,27,30,83,16,37,12,25
consensys/teku,gradle,"ys_teku/infrastructure/events
",124,610,5,31,37,130,19,55,14,42
neo4j-contrib/neo4j-apoc-procedures,gradle,"4j-contrib_neo4j-apoc-procedures/processor
",17,312,0,8,4,65,1,31,1,27
consensys/teku,gradle,"ys_teku/data/publisher
",277,667,51,43,36,159,55,32,10,30
hyperledger/besu,gradle,"hyperledger_besu/services/pipeline
",68,1195,14,80,18,306,16,112,4,77
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-lock
",97,249,11,9,21,47,13,16,7,12
consensys/teku,gradle,"ys_teku/ethereum/dataproviders
",263,1603,21,79,52,368,38,132,20,100
zalando/nakadi,gradle,"zalando_nakadi/api-misc
",459,103,27,5,108,26,56,10,41,9
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-identity
",7334,2249,533,73,974,480,810,195,532,170
zalando/nakadi,gradle,"zalando_nakadi/api-consumption
",3242,4923,231,315,750,1121,324,346,169,228
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-platform
",1448,525,139,17,218,149,178,52,107,45
hyperledger/besu,gradle,"hyperledger_besu/pki
",428,873,14,58,118,222,47,61,34,38
consensys/teku,gradle,"ys_teku/ethereum/networks
",63,508,5,10,18,108,12,41,7,36
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j.jsonrpc.debug
",392,946,87,81,107,260,69,70,13,37
consensys/teku,gradle,"ys_teku/data/signingrecord
",72,343,13,39,14,77,16,36,3,23
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-commons
",2926,2080,262,152,760,459,412,147,251,93
consensys/teku,gradle,"ys_teku/infrastructure/collections
",188,187,9,5,44,48,38,30,33,28
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-resources
",1137,123,110,4,103,25,133,8,78,6
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-cassandra-multinode-tests
",0,0,0,0,0,0,0,0,0,0
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-expression
",952,2616,133,221,212,570,143,208,46,128
consensys/teku,gradle,"ys_teku/ethereum/spec
",12550,16866,828,512,2948,4040,1556,1467,1052,1296
oblac/jodd,gradle,"blac_jodd/jodd-decora
",294,1061,34,112,67,265,28,115,9,61
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-util/bonita-common-util-test
",508,769,13,13,97,195,35,92,27,87
consensys/teku,gradle,"ys_teku/networking/nat
",915,388,18,17,241,89,110,34,98,28
netflix/spectator,gradle,"tflix_spectator/spectator-api
",1150,15732,138,1328,261,3269,230,1545,114,897
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bonita-engine-spring-boot-starter
",19,67,3,1,4,20,3,12,1,12
consensys/teku,gradle,"ys_teku/networking/p2p
",3567,3370,111,95,983,845,481,259,413,224
oblac/jodd,gradle,"blac_jodd/jodd-madvoc
",5212,6114,536,512,1362,1533,715,559,389,361
awslabs/smithy,gradle,"awslabs_smithy/smithy-protocol-test-traits
",148,3330,13,93,37,717,27,283,14,243
naver/ngrinder,gradle,"aver_ngrinder/ngrinder-core
",11582,10720,952,516,2638,2519,1322,751,747,592
qiniu/java-sdk,gradle,"qiniu_java-sdk
",19266,12438,1715,398,4310,1883,2055,635,1105,522
netflix/spectator,gradle,"tflix_spectator/spectator-ext-gc
",602,344,80,8,138,61,66,12,25,9
web3j/web3j,gradle,"web3j_web3j/besu
",1214,1251,83,53,268,268,143,106,76,105
hyperledger/besu,gradle,"hyperledger_besu/ethereum/core
",13188,24858,1178,1051,3197,6132,1595,1795,808,1461
netflix/conductor,gradle,"tflix_conductor/mysql-persistence
",4700,3,310,0,999,1,479,1,324,1
awslabs/smithy,gradle,"awslabs_smithy/smithy-diff
",159,4315,60,276,29,771,61,359,11,235
netflix/conductor,gradle,"tflix_conductor/postgres-persistence
",4905,15,326,0,1036,2,492,3,329,3
hyperledger/besu,gradle,"hyperledger_besu/ethereum/eth
",3245,19305,365,1126,822,4795,504,1665,196,1210
web3j/web3j,gradle,"web3j_web3j/core
",5646,12953,267,1205,1104,2990,640,1587,447,1044
awslabs/smithy,gradle,"awslabs_smithy/smithy-mqtt-traits
",191,1432,18,102,34,271,30,144,16,98
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j.debug
",19895,571,3494,2,5129,97,3018,18,1270,18
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-profile
",1684,549,72,18,236,141,192,49,154,42
consensys/teku,gradle,"ys_teku/ethereum/statetransition
",938,7185,125,419,227,1814,197,590,87,426
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-cassandra
",14133,6663,686,378,3197,1614,1243,667,869,509
vavr-io/vavr,gradle,"vavr-io_vavr
",4647,64538,361,4254,718,11861,635,7486,355,5456
hyperledger/besu,gradle,"hyperledger_besu/services/tasks
",73,764,6,52,21,196,9,79,3,56
eclipse/lsp4j,gradle,"ipse_lsp4j/org.eclipse.lsp4j.jsonrpc
",2600,6374,468,607,591,1567,408,546,82,331
consensys/teku,gradle,"ys_teku/data/serializer
",6191,2289,713,65,1342,561,717,146,345,126
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-autobatch
",202,636,7,11,53,172,27,55,21,52
consensys/teku,gradle,"ys_teku/infrastructure/async
",345,1408,17,63,86,372,57,178,43,152
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-command
",795,680,85,31,118,156,106,65,61,51
nats-io/nats.java,gradle,"ats-io_nats.java
",7650,21659,867,1689,1741,4360,959,1835,417,1090
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-incident
",5,154,2,6,3,44,3,13,1,11
zalando/nakadi,gradle,"zalando_nakadi/api-cursors
",533,247,27,9,116,58,29,17,14,14
teamnewpipe/newpipeextractor,gradle,"teamnewpipe_newpipeextractor/extractor
",9058,23695,901,1459,2372,5321,1276,1971,552,1495
junit-pioneer/junit-pioneer,gradle,"junit-pioneer_junit-pioneer
",350,5667,39,450,54,1207,54,590,22,373
odpi/egeria,gradle,"i_egeria/open-metadata-resources/open-metadata-archives/design-model-archives/glossary-canonical-model
",373,1760,72,121,93,411,75,96,18,50
neo4j-contrib/neo4j-apoc-procedures,gradle,"4j-contrib_neo4j-apoc-procedures/full
",12083,14615,724,729,1803,2366,1038,800,565,506
jbangdev/jbang,gradle,"jbangdev_jbang
",8935,14770,1200,1265,1804,3225,1048,1097,224,685
zalando/nakadi,gradle,"zalando_nakadi/api-metastore
",1559,5133,153,374,339,1186,179,386,59,241
consensys/teku,gradle,"ys_teku/data/provider
",1290,1437,54,62,304,333,144,142,108,117
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-log
",1621,1015,183,43,129,156,180,121,84,98
hyperledger/besu,gradle,"hyperledger_besu/services/kvstore
",369,358,10,0,110,92,46,30,41,30
consensys/tessera,gradle,"ys_tessera/argon2
",0,136,0,4,0,35,0,18,0,15
web3j/web3j,gradle,"web3j_web3j/parity
",761,3119,28,528,152,666,78,481,56,225
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-config
",2487,3195,80,119,656,851,238,308,178,267
netflix/governator,gradle,"tflix_governator/governator-test-spock
",4,176,5,9,2,50,5,15,0,13
consensys/tessera,gradle,"ys_tessera/tessera-partyinfo
",0,1167,3,39,0,307,3,127,0,109
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-processors-tests
",153,4,0,0,54,1,35,1,35,1
consensys/tessera,gradle,"ys_tessera/eclipselink-utils
",0,38,0,0,0,12,0,11,0,11
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-coordination-impl
",77,699,3,29,21,166,9,68,6,55
netflix/governator,gradle,"tflix_governator/governator-jersey
",150,317,15,33,38,77,26,36,14,24
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-web-servlet
",7,0,0,0,3,0,2,0,2,0
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/thirdparty-jaxrs
",0,170,0,0,0,44,0,19,0,19
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/vault
",271,130,7,3,40,23,18,6,14,5
webauthn4j/webauthn4j,gradle,"webauthn4j_webauthn4j/webauthn4j-core
",3072,21798,745,1409,507,4843,795,1852,100,1420
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-dbkvs
",13741,1564,799,89,3141,365,1071,146,662,105
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/r2dbc
",234,292,22,6,72,71,40,27,26,27
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/glossary-view/glossary-view-client
",281,401,3,5,38,54,21,23,18,22
json-path/jsonpath,gradle,"json-path_jsonpath/json-path
",4174,13824,706,1491,877,2937,760,1360,223,773
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-dbkvs-hikari
",1249,388,68,27,324,90,107,45,66,37
netflix/governator,gradle,"tflix_governator/governator-legacy
",4364,7078,358,476,971,1568,535,534,282,366
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/jaxrs-client
",0,146,0,4,0,38,0,11,0,9
consensys/tessera,gradle,"ys_tessera/enclave/enclave-jaxrs
",113,1447,5,13,35,425,7,127,4,121
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-jepsen-tests
",210,1713,10,91,48,415,24,180,14,136
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/stewardship-action/stewardship-action-api
",8864,148,868,0,2242,28,1095,9,661,9
netflix/conductor,gradle,"tflix_conductor/client
",2515,2234,85,52,475,410,161,142,107,127
spring-projects/spring-statemachine,gradle,"ing-projects_spring-statemachine/spring-statemachine-data
",1002,0,104,0,207,0,76,0,24,0
hyperledger/fabric-chaincode-java,gradle,"hyperledger_fabric-chaincode-java/fabric-chaincode-shim
",1804,8946,137,482,362,1907,196,726,83,509
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-springboot-integration-test
",0,0,0,0,0,0,0,0,0,0
netflix/conductor,gradle,"tflix_conductor/client-spring
",106,0,0,0,36,0,16,0,16,0
allegro/hermes,gradle,"allegro_hermes/hermes-test-helper
",5294,676,141,23,1159,159,485,54,413,44
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-catalog/asset-catalog-server
",3447,1951,317,81,783,451,280,75,87,64
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/junit-jupiter
",156,409,22,18,12,106,20,47,8,39
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/influxdb
",101,75,0,0,22,20,9,5,9,5
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-consumer/asset-consumer-api
",3997,898,424,48,968,179,519,80,303,60
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/common-jaxrs
",0,1454,1,23,0,478,1,251,0,240
netflix/governator,gradle,"tflix_governator/governator-providers
",122,442,12,16,22,85,23,39,15,33
web3j/web3j,gradle,"web3j_web3j/utils
",209,759,9,71,50,138,29,76,20,45
spotbugs/spotbugs,gradle,"tbugs_spotbugs/test-harness-jupiter
",20,30,3,1,5,7,3,5,1,5
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/rabbitmq
",436,1116,4,0,39,76,21,28,19,28
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/data-privacy/data-privacy-api
",259,1212,21,37,61,239,51,82,35,69
consensys/tessera,gradle,"ys_tessera/enclave/enclave-server
",0,52,0,0,0,15,0,6,0,6
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/trino
",63,43,0,0,14,11,11,6,11,6
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/governance-program/governance-program-api
",14245,322,1502,0,3741,43,1838,9,1087,9
consensys/tessera,gradle,"ys_tessera/tessera-jaxrs/transaction-jaxrs
",0,3573,0,30,0,1068,0,127,0,112
refinedmods/refinedstorage,gradle,"finedmods_refinedstorage
",97066,453,8453,21,18487,95,9087,39,4792,31
web3j/web3j,gradle,"web3j_web3j/rlp
",38,649,18,54,11,121,22,42,4,24
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/subject-area/subject-area-server
",15467,113,1471,15,3888,28,1277,9,522,2
consensys/tessera,gradle,"ys_tessera/enclave/enclave-api
",0,4079,8,200,0,980,8,328,0,232
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-perf
",106545,392,9633,17,26548,87,6728,33,1910,26
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-dagger
",662,125,20,6,165,34,71,15,58,15
netflix/governator,gradle,"tflix_governator/governator-jetty
",204,343,14,14,62,89,36,22,23,21
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/glossary-view/glossary-view-server
",442,671,15,11,93,121,26,48,13,48
neo4j-contrib/neo4j-apoc-procedures,gradle,"4j-contrib_neo4j-apoc-procedures/core
",18426,53883,2085,4331,3244,10280,2415,4113,849,2366
stripe/stripe-java,gradle,"tripe_stripe-java
",224879,1624,8287,75,46471,446,19673,181,15515,153
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/data-engine/data-engine-client
",954,364,0,0,246,78,51,16,51,16
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/authentication-plugins/http-helper
",19,38,2,0,9,10,6,4,5,4
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/data-store-connectors/file-connectors/data-folder-connector
",154,197,13,1,35,39,12,8,5,8
palantir/atlasdb,gradle,"alantir_atlasdb/atlasdb-commons
",7627,4234,683,268,1938,1017,965,431,586,330
consensys/tessera,gradle,"ys_tessera/tessera-recover
",0,2003,1,81,0,503,1,181,0,141
netflix/governator,gradle,"tflix_governator/governator-test
",556,303,26,24,110,65,54,20,37,12
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/test-support
",5,104,1,9,1,31,1,9,0,5
palantir/atlasdb,gradle,"alantir_atlasdb/flake-rule
",10,161,3,15,4,34,3,16,0,10
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-wildfly-integration-test
",0,0,0,0,0,0,0,0,0,0
allegro/hermes,gradle,"allegro_hermes/hermes-schema
",1081,1280,87,51,201,314,129,113,72,98
palantir/atlasdb,gradle,"alantir_atlasdb/examples/profile-client
",8510,3590,366,122,1868,836,909,318,708,275
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/jdbc
",1459,526,94,24,250,126,170,46,120,37
netflix/conductor,gradle,"tflix_conductor/cassandra-persistence
",1437,3254,30,52,324,729,85,150,60,134
asciidoctor/asciidoctorj,gradle,"asciidoctor_asciidoctorj/asciidoctorj-springboot-integration-test/springboot-app
",5,82,0,0,2,26,1,12,1,12
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/asset-manager/asset-manager-api
",20287,322,2024,0,5162,30,2542,6,1530,6
netflix/conductor,gradle,"tflix_conductor/common
",5600,2728,537,126,1267,625,776,269,469,242
jsqlparser/jsqlparser,gradle,"jsqlparser_jsqlparser
",25712,138107,5343,11382,5418,24195,4974,10051,723,5115
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/inmemory-repository-connector
",5061,516,418,56,1126,128,334,24,112,9
linkedin/kafka-monitor,gradle,"inkedin_kafka-monitor
",9923,1840,452,80,1999,337,542,79,301,54
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-micronaut
",300,1870,26,72,71,458,38,167,15,136
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/mssqlserver
",133,210,5,11,28,49,19,19,15,15
consensys/tessera,gradle,"ys_tessera/security
",7,1448,5,49,2,394,5,115,0,93
consensys/tessera,gradle,"ys_tessera/key-vault/key-vault-api
",0,44,0,2,0,14,0,8,0,7
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/software-developer/software-developer-api
",18,148,0,0,8,28,6,9,6,9
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-kotlin
",1062,950,8,34,92,156,63,66,55,53
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/dev-ops/dev-ops-api
",18,148,0,0,8,28,6,9,6,9
consensys/tessera,gradle,"ys_tessera/tessera-core
",9,3729,4,132,3,995,6,285,2,221
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-integration
",521,0,18,0,137,0,42,0,33,0
hyperledger/besu,gradle,"hyperledger_besu/config
",1466,1871,83,91,315,446,212,213,162,176
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/orientdb
",200,62,6,0,36,14,17,4,14,4
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-spring-boot2
",233,1611,20,26,51,401,29,194,15,183
palantir/docker-compose-rule,gradle,"alantir_docker-compose-rule/docker-compose-rule-core
",1686,3921,70,112,407,914,208,379,158,338
consensys/tessera,gradle,"ys_tessera/encryption/encryption-ec
",0,312,0,0,0,80,0,17,0,17
springfox/springfox,gradle,"ingfox_springfox/swagger-contract-tests-webflux
",89,232,0,0,20,49,19,15,19,15
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/design-model/design-model-api
",18,148,0,0,8,28,6,9,6,9
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/presto
",56,85,0,0,10,23,8,12,8,12
hyperledger/besu,gradle,"hyperledger_besu/consensus/clique
",270,1641,13,67,54,429,32,143,23,112
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-rxjava3
",125,1928,11,67,39,502,31,211,20,183
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/adapters/open-connectors/integration-connectors/openapi-integration-connector
",2270,264,96,0,651,30,279,6,231,6
consensys/tessera,gradle,"ys_tessera/key-vault/azure-key-vault
",0,135,0,0,0,35,0,10,0,10
springfox/springfox,gradle,"ingfox_springfox/swagger-contract-tests
",2417,1642,20,0,845,391,601,84,591,84
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/cassandra
",271,71,8,0,70,19,26,6,22,6
palantir/atlasdb,gradle,"alantir_atlasdb/timelock-corruption-detection
",417,1528,20,38,124,375,57,153,44,137
springfox/springfox,gradle,"ingfox_springfox/springfox-bean-validators
",1482,0,76,0,352,0,167,0,129,0
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/clickhouse
",58,77,0,0,10,19,9,6,9,6
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/common-services/repository-handler
",8134,669,782,0,1671,57,545,6,154,6
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-build-plan
",149,1222,21,55,40,256,40,108,19,91
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/performance
",181,0,6,0,41,0,20,0,17,0
reactor/reactor-netty,gradle,"actor_reactor-netty/reactor-netty-core
",5685,15750,845,1101,1317,3849,1007,1441,397,1076
palantir/atlasdb,gradle,"alantir_atlasdb/timestamp-client
",50,202,3,7,13,50,5,17,2,15
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-analytics-postgres
",401,0,6,0,110,0,51,0,48,0
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/core
",36987,20287,1033,707,5043,3519,5186,2808,4593,2518
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/common-services/ffdc-services
",3719,1463,305,59,906,317,369,108,213,82
netflix/ribbon,gradle,"tflix_ribbon/ribbon-httpclient
",1703,2245,159,110,381,503,212,149,105,119
palantir/docker-compose-rule,gradle,"alantir_docker-compose-rule/docker-compose-rule-junit4
",44,10,0,0,12,3,4,3,4,3
consensys/tessera,gradle,"ys_tessera/tessera-data
",0,1799,3,55,0,483,3,203,0,177
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-rxjava2
",126,1872,12,66,40,487,33,205,21,178
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/pulsar
",70,76,2,0,11,12,5,4,4,4
palantir/gradle-git-version,gradle,"alantir_gradle-git-version
",918,676,70,36,150,143,86,44,43,34
hyperledger/besu,gradle,"hyperledger_besu/consensus/common
",2609,2532,165,138,661,648,316,248,220,191
consensys/tessera,gradle,"ys_tessera/key-vault/hashicorp-key-vault
",0,490,0,26,0,119,0,37,0,24
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/digital-service/digital-service-api
",1629,275,116,10,344,64,186,26,127,22
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-spring-cloud2
",0,96,0,0,0,26,0,11,0,11
palantir/atlasdb,gradle,"alantir_atlasdb/commons-executors
",562,570,25,17,130,146,82,64,65,60
springfox/springfox,gradle,"ingfox_springfox/springfox-swagger2
",6319,0,482,0,1442,0,544,0,302,0
consensys/tessera,gradle,"ys_tessera/encryption/encryption-api
",0,416,2,12,0,109,2,52,0,47
consensys/tessera,gradle,"ys_tessera/migration/multitenancy
",42,609,0,30,14,162,2,41,2,26
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-metrics
",539,1828,1,3,111,319,64,119,63,118
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/postgresql
",117,272,3,3,28,55,18,29,15,29
marquezproject/marquez,gradle,"marquezproject_marquez/api
",14875,2601,1046,170,3740,690,1265,246,683,217
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-integration-webmvc
",114,0,0,0,32,0,12,0,12,0
consensys/tessera,gradle,"ys_tessera/tessera-context
",0,607,0,16,0,171,0,60,0,52
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-micrometer
",64,2167,1,17,13,538,9,187,8,179
palantir/atlasdb,gradle,"alantir_atlasdb/commons-db
",7607,706,656,58,1840,172,830,56,494,34
springfox/springfox,gradle,"ingfox_springfox/springfox-spring-integration-webflux
",101,0,0,0,29,0,12,0,12,0
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/project-management/project-management-api
",10,148,0,0,3,28,3,9,3,9
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/mongodb
",178,48,8,0,42,9,15,2,11,2
netflix/ribbon,gradle,"tflix_ribbon/ribbon-guice
",0,50,0,0,0,13,0,6,0,6
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/common-services/generic-handlers
",64272,579,4620,0,11332,51,3948,6,1607,6
palantir/atlasdb,gradle,"alantir_atlasdb/timelock-server
",246,0,0,0,70,0,26,0,26,0
skylot/jadx,gradle,"kylot_jadx/jadx-plugins/jadx-java-input
",8703,152,388,14,1696,45,707,20,486,14
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-aws-lambda
",0,0,0,0,0,0,0,0,0,0
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/access-services/community-profile/community-profile-api
",10126,1328,987,57,2496,250,1304,92,802,72
functionaljava/functionaljava,gradle,"functionaljava_functionaljava/java-core
",38,0,0,0,6,0,7,0,7,0
skylot/jadx,gradle,"kylot_jadx/jadx-cli
",919,672,63,25,225,167,90,36,51,31
micronaut-projects/micronaut-starter,gradle,"micronaut-projects_micronaut-starter/starter-api
",1344,1776,65,52,303,400,142,141,94,130
palantir/atlasdb,gradle,"alantir_atlasdb/timestamp-api
",200,52,14,6,49,10,34,8,27,5
odpi/egeria,gradle,"i_egeria/open-metadata-implementation/admin-services/admin-services-server
",16127,57,906,2,4012,17,692,7,239,6
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/cockroachdb
",65,83,0,0,13,20,10,7,10,7
springfox/springfox,gradle,"ingfox_springfox/oas-contract-tests
",2649,1528,167,9,605,276,372,82,286,80
netflix/ribbon,gradle,"tflix_ribbon/ribbon-loadbalancer
",6086,6918,602,404,1398,1578,686,492,297,377
palantir/atlasdb,gradle,"alantir_atlasdb/timelock-agent
",3495,1772,61,75,901,456,292,208,256,173
slimeknights/tinkersconstruct,gradle,"imeknights_tinkersconstruct
",142110,6743,10275,385,26559,1517,10870,609,5629,456
springfox/springfox,gradle,"ingfox_springfox/springfox-core
",18883,0,1298,0,4059,0,2046,0,1396,0
testcontainers/testcontainers-java,gradle,"testcontainers_testcontainers-java/modules/azure
",170,32,6,0,50,7,19,2,16,2
googlecontainertools/jib,gradle,"googlecontainertools_jib/jib-gradle-plugin
",2044,2455,112,128,502,647,185,236,116,184
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-core/bonita-process-engine
",57062,38875,3255,2415,14172,8596,4791,2622,2771,1667
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-core/bonita-platform-login
",0,52,0,0,0,19,0,6,0,6
consensys/teku,gradle,"ys_teku/sync
",1380,6664,80,431,306,1682,188,631,120,442
netflix/zuul,gradle,"tflix_zuul/zuul-processor
",207,0,18,0,54,0,14,0,5,0
hyperledger/besu,gradle,"hyperledger_besu/ethereum/stratum
",623,949,41,61,149,239,49,53,20,31
line/line-bot-sdk-java,gradle,"ine_line-bot-sdk-java/line-bot-servlet
",5,42,1,1,0,11,1,4,0,4
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-core/bonita-actor-mapping
",1173,941,73,31,167,210,125,76,87,62
consensys/teku,gradle,"ys_teku/validator/relaypublisher
",71,353,1,11,14,83,9,39,8,34
netflix/zuul,gradle,"tflix_zuul/zuul-discovery
",240,203,16,12,66,52,46,19,35,16
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/bpm/bonita-common
",33470,16253,2876,1030,7663,3695,4312,1448,2607,1173
consensys/teku,gradle,"ys_teku/ssz
",5393,10318,268,703,916,2251,786,1064,574,788
hyperledger/besu,gradle,"hyperledger_besu/ethereum/trie
",1305,2956,151,247,281,685,229,239,108,160
line/line-bot-sdk-java,gradle,"ine_line-bot-sdk-java/line-bot-cli
",541,233,10,10,141,45,38,14,32,10
micronaut-projects/micronaut-security,gradle,"micronaut-projects_micronaut-security/security
",1498,3221,206,180,371,808,249,357,112,301
consensys/teku,gradle,"ys_teku/infrastructure/http
",34,95,1,15,11,24,9,12,8,5
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-business-data/bonita-business-data-impl
",732,2472,75,181,194,624,91,203,34,132
resilience4j/resilience4j,gradle,"ilience4j_resilience4j/resilience4j-consumer
",0,54,0,0,0,15,0,8,0,8
awslabs/smithy,gradle,"awslabs_smithy/smithy-aws-apigateway-traits
",414,1410,27,23,99,346,53,160,39,149
netflix/spectator,gradle,"tflix_spectator/spectator-ext-spark
",448,582,43,35,101,118,48,47,22,34
netflix/spectator,gradle,"tflix_spectator/spectator-nflx-plugin
",74,317,14,10,20,89,13,25,3,23
awslabs/smithy,gradle,"awslabs_smithy/smithy-aws-iam-traits
",229,882,16,18,46,184,33,81,24,73
consensys/teku,gradle,"ys_teku/infrastructure/serviceutils
",233,31,8,0,64,7,35,5,31,5
bonitasoft/bonita-engine,gradle,"bonitasoft_bonita-engine/services/bonita-archive
",314,192,20,18,62,48,24,18,10,13
